"","popularity","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration","time_signature","id_new"
"530",21,0.278,0.898,2,-10.636,1,0.0433,0.0127,0.0828,0.37,0.539,199.085,232933,4,600
"531",71,0.611,0.846,11,-5.9,1,0.0436,0.00509,0,0.0784,0.751,103.912,162920,4,601
"532",48,0.681,0.739,11,-7.601,1,0.0498,0.135,0.207,0.0979,0.359,130.031,294773,4,602
"533",64,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787,4,603
"534",54,0.747,0.571,9,-12.9,0,0.086,0.48,1.05e-06,0.242,0.965,91.838,220093,4,604
"535",48,0.361,0.753,2,-12.425,1,0.0561,0.0564,0.052,0.295,0.608,134.841,238667,4,605
"536",60,0.133,0.927,7,-5.371,1,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867,4,606
"537",19,0.65,0.838,7,-11.005,1,0.0607,0.128,0.0498,0.463,0.514,119.733,235427,4,607
"538",61,0.546,0.836,9,-6.321,1,0.0317,0.107,0.583,0.166,0.735,142.605,177958,4,608
"539",58,0.543,0.834,7,-6.812,1,0.029,5.5e-06,0.889,0.0777,0.37,139.625,262493,4,609
"540",17,0.493,0.758,9,-8.544,0,0.0607,0.0971,0,0.0879,0.71,180.41,158040,4,610
"541",11,0.739,0.557,11,-8.383,0,0.0329,0.0109,0.000703,0.409,0.319,117.578,223413,4,611
"542",26,0.607,0.706,11,-10.973,0,0.0327,0.055,0.000208,0.339,0.703,140.888,280600,4,612
"543",36,0.357,0.992,5,-3.663,1,0.0555,0.123,0.0128,0.14,0.77,160.916,198933,4,613
"544",35,0.431,0.856,9,-3.881,1,0.0386,0.0249,0.0183,0.297,0.76,115.236,172640,4,614
"545",15,0.607,0.545,0,-13.252,1,0.0423,0.0407,0.0564,0.0627,0.644,124.094,226005,4,615
"546",55,0.61,0.819,8,-8.323,1,0.0666,0.00381,7.92e-06,0.285,0.454,100.057,198920,4,616
"547",47,0.543,0.83,0,-6.413,1,0.0316,3.48e-05,0.893,0.346,0.532,122.529,237213,4,617
"548",41,0.359,0.878,0,-7.678,1,0.0662,6.57e-05,0.108,0.326,0.536,164.291,193200,4,618
"549",20,0.585,0.565,11,-7.605,1,0.0719,0.266,0,0.0918,0.505,128.947,177147,4,619
"550",47,0.499,0.84,10,-6.642,1,0.0346,0.000564,0.171,0.238,0.732,125.319,217313,4,620
"551",54,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,239621,4,621
"552",33,0.688,0.814,4,-7.612,0,0.0699,0.247,0,0.119,0.921,143.361,200467,4,622
"553",17,0.556,0.76,9,-12.164,1,0.0463,0.0626,3.91e-05,0.348,0.696,129.296,260773,4,623
"554",37,0.52,0.912,2,-4.474,1,0.0303,0.069,1.36e-05,0.183,0.961,137.348,184773,4,624
"555",26,0.308,0.942,7,-3.826,1,0.109,0.00292,0.445,0.0623,0.363,120.191,286733,4,625
"556",52,0.411,0.645,7,-10.722,0,0.0431,0.0319,0.0121,0.488,0.433,124.458,265467,4,626
"557",51,0.679,0.68,11,-11.702,0,0.0616,0.613,6.21e-05,0.0523,0.574,88.917,297867,4,627
"558",32,0.528,0.671,9,-11.65,0,0.0434,0.269,0.00373,0.0559,0.503,137.057,224387,4,628
"559",24,0.3,0.876,2,-4.713,1,0.048,0.121,0.657,0.17,0.312,134.185,200667,4,629
"560",18,0.583,0.938,2,-8.567,1,0.0364,0.000141,0.000286,0.393,0.896,123.202,170880,4,630
"561",71,0.501,0.5,0,-8.284,0,0.0378,0.462,0,0.262,0.623,144.435,153763,4,631
"562",41,0.602,0.691,2,-12.281,1,0.0387,0.0934,0.00119,0.496,0.329,134.142,340637,4,632
"563",59,0.606,0.794,0,-7.168,1,0.0291,0.119,7.16e-06,0.125,0.584,105.813,302827,4,633
"564",50,0.535,0.837,10,-11.048,1,0.039,0.097,2.99e-06,0.189,0.903,95.911,145000,4,634
"565",28,0.41,0.763,0,-13.585,1,0.0667,0.00337,0,0.171,0.537,161.483,193973,4,635
"566",55,0.531,0.849,9,-10.754,1,0.111,0.0389,0.00763,0.186,0.305,119.516,136427,4,636
"567",37,0.387,0.931,4,-6.278,0,0.061,0.0219,0.00281,0.289,0.407,171.495,202400,4,637
"568",40,0.611,0.696,2,-10.74,1,0.0312,0.003,0.000458,0.0614,0.963,128.035,184933,4,638
"569",18,0.654,0.89,9,-6.514,0,0.0906,0.00204,0,0.272,0.684,129.014,195320,4,639
"570",55,0.631,0.938,9,-5.573,1,0.0833,0.0447,7.87e-06,0.3,0.682,134.916,295133,4,640
"571",38,0.516,0.391,2,-11.191,1,0.0308,0.776,0.00687,0.039,0.378,127.996,204133,4,641
"572",58,0.639,0.929,0,-4.762,1,0.212,0.00326,0.0501,0.242,0.688,103.758,214707,4,642
"573",32,0.503,0.736,4,-8.947,1,0.0296,0.038,3.26e-05,0.0951,0.393,115.063,215253,4,643
"574",60,0.415,0.782,2,-6.745,1,0.0461,0.0011,0,0.14,0.564,135.029,148480,4,644
"575",51,0.647,0.722,0,-9.874,1,0.0277,0.106,0,0.133,0.637,133.832,242707,4,645
"576",40,0.589,0.782,9,-10.057,1,0.0519,0.101,0.0639,0.157,0.785,138.529,194490,4,646
"577",33,0.464,0.86,8,-10.3,0,0.0517,0.0194,0,0.0548,0.469,146.994,209627,4,647
"578",65,0.303,0.961,9,-5.333,0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120,4,648
"579",71,0.286,0.856,4,-6.777,0,0.0585,0.0238,0.0542,0.487,0.696,162.12,250973,4,649
"580",63,0.459,0.953,4,-6.518,0,0.066,0.000275,0.000305,0.141,0.517,95.074,359760,4,650
"581",62,0.305,0.974,2,-5.079,1,0.0639,0.000937,0.0139,0.153,0.538,134.32,269467,4,651
"582",80,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,4,652
"583",73,0.539,0.828,4,-9.11,0,0.0361,0.000721,0.438,0.198,0.587,105.303,515387,4,653
"584",78,0.443,0.96,8,-8.07,1,0.0757,0.0231,0.434,0.351,0.243,123.378,274027,4,654
"585",70,0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,4,655
"586",66,0.473,0.783,10,-10.671,0,0.0869,0.0125,0.475,0.268,0.124,91.976,340640,4,656
"587",73,0.587,0.891,11,-3.381,1,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573,4,657
"588",84,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4,658
"589",63,0.333,0.445,3,-16.343,0,0.0283,0.00858,0.0451,0.167,0.35,89.371,417840,4,659
"590",66,0.435,0.987,1,-4.667,0,0.16,0.000195,0.0847,0.268,0.101,103.16,365827,4,660
"591",78,0.577,0.828,6,-8.691,0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267,4,661
"592",72,0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533,4,662
"593",65,0.508,0.912,9,-8.049,0,0.0368,7.06e-05,0.403,0.0492,0.682,117.582,252693,4,663
"594",77,0.415,0.646,4,-12.021,0,0.0699,4.22e-05,0.000849,0.207,0.409,163.046,166693,4,664
"595",74,0.317,0.981,6,-7.102,1,0.174,0.00242,0.00677,0.0852,0.234,140.079,165907,4,665
"596",70,0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733,4,666
"597",72,0.474,0.977,7,-3.839,0,0.176,0.00111,0.00298,0.201,0.236,89.494,284027,4,667
"598",83,0.573,0.913,6,-4.793,0,0.132,0.0591,0.00173,0.156,0.422,115.715,208400,4,668
"599",68,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,179760,4,669
"600",68,0.42,0.93,2,-5.583,0,0.0638,0.0189,0.00675,0.264,0.344,99.641,291373,4,670
"601",64,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,4,671
"602",69,0.28,0.908,2,-5.509,0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080,4,672
"603",72,0.437,0.695,7,-9.447,1,0.0617,0.00111,0.0857,0.124,0.413,102.178,447440,3,673
"604",66,0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,392600,4,674
"605",73,0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,4,675
"606",65,0.301,0.995,1,-4.394,0,0.159,0.000417,0.295,0.125,0.0374,88.15,255187,4,676
"607",77,0.27,0.953,11,-8.76,1,0.0797,0.0175,0.0131,0.321,0.426,100.459,408907,4,677
"608",67,0.462,0.628,6,-12.348,0,0.0581,0.231,0.00126,0.188,0.447,90.256,473787,4,678
"609",82,0.501,0.889,4,-5.175,1,0.0364,0.000147,0.0114,0.217,0.257,133.519,292880,4,679
"610",61,0.27,0.886,11,-6.899,1,0.117,7.5e-06,0.0243,0.0899,0.192,119.285,313520,4,680
"611",72,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,340742,4,681
"612",30,0.508,0.807,4,-12.276,1,0.0495,0.000495,0.00367,0.329,0.598,140.184,245360,4,682
"613",38,0.634,0.796,1,-9.329,0,0.0283,0.17,0.543,0.0815,0.962,147.639,226116,4,683
"614",58,0.327,0.814,2,-3.522,0,0.0391,0.0299,0.0109,0.435,0.413,108.076,295133,4,684
"615",62,0.481,0.926,11,-8.724,0,0.0577,0.000179,0.63,0.0883,0.462,96.5,312360,4,685
"616",63,0.477,0.859,0,-8.625,1,0.0387,0.000333,0.000155,0.265,0.629,91.009,280213,4,686
"617",59,0.314,0.991,5,-3.852,0,0.349,0.000139,0.0652,0.11,0.0396,138.777,298533,4,687
"618",70,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,219667,4,688
"619",47,0.336,0.795,6,-10.845,0,0.0897,0.00361,0.00143,0.0621,0.417,155.271,353613,4,689
"620",66,0.535,0.967,2,-4.082,1,0.068,0.000886,0.0204,0.233,0.347,110.97,291307,4,690
"621",81,0.451,0.911,6,-7.765,1,0.0466,0.0801,0.146,0.236,0.63,125.122,356080,4,691
"622",71,0.64,0.922,9,-6.283,0,0.0385,0.00369,0.055,0.332,0.716,125.105,234227,4,692
"623",68,0.551,0.947,2,-4.671,1,0.152,0.000652,0.000257,0.0637,0.466,127.657,282747,4,693
"624",81,0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,482830,4,694
"625",73,0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493,4,695
"626",54,0.366,0.963,7,-11.591,1,0.0708,0.000308,0.000326,0.13,0.131,106.528,300173,4,696
"627",59,0.546,0.91,5,-6.736,1,0.061,0.0442,5.61e-05,0.263,0.458,90.58,215899,4,697
"628",65,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,195853,4,698
"629",54,0.331,0.79,9,-11.612,0,0.078,0.00279,0.0953,0.334,0.604,163.479,259933,4,699
"630",56,0.257,0.975,9,-6.128,1,0.175,6.07e-05,0.1,0.222,0.276,149.312,396987,4,700
"631",45,0.431,0.95,2,-11.399,1,0.117,0.000109,0.248,0.232,0.162,140.05,228667,4,701
"632",52,0.275,0.99,10,-2.904,0,0.469,6.42e-05,0.0128,0.0878,0.146,109.866,299107,4,702
"633",69,0.39,0.642,8,-5.266,1,0.0326,0.00502,0.565,0.296,0.132,92.397,293293,4,703
"634",44,0.587,0.966,4,-4.955,0,0.0678,0.532,2.68e-06,0.0841,0.901,175.739,302707,4,704
"635",30,0.678,0.921,7,-3.223,0,0.0485,0.61,5.17e-06,0.0559,0.879,180.095,340227,4,705
"636",38,0.706,0.862,4,-2.056,1,0.0374,0.525,0,0.277,0.96,133.004,218253,4,706
"637",45,0.742,0.887,5,-3.943,0,0.0433,0.415,0,0.126,0.89,95.008,311973,4,707
"638",32,0.672,0.938,7,-2.299,1,0.0386,0.616,0,0.129,0.908,97.111,273520,4,708
"639",37,0.789,0.882,2,-3.146,1,0.0502,0.231,0,0.112,0.651,106.998,255427,4,709
"640",30,0.737,0.913,10,-2.551,0,0.0702,0.451,0,0.531,0.938,96.968,224392,4,710
"641",30,0.717,0.87,9,-4.932,0,0.0384,0.351,0,0.38,0.842,108.007,254878,4,711
"642",38,0.761,0.856,7,-4.541,1,0.0422,0.118,2.65e-06,0.0498,0.468,97.995,252735,4,712
"643",33,0.779,0.931,10,-3.142,1,0.0581,0.212,0,0.0638,0.937,100.007,273627,4,713
"644",30,0.809,0.919,7,-3.179,0,0.111,0.117,0,0.112,0.715,101.026,268988,4,714
"645",29,0.627,0.947,9,-4.279,1,0.035,0.599,7.5e-05,0.332,0.934,86.995,250890,4,715
"646",32,0.828,0.875,3,-4.57,0,0.0955,0.612,3.75e-05,0.285,0.94,99,256356,4,716
"647",41,0.754,0.955,6,-3.046,0,0.0603,0.282,0,0.529,0.914,99.961,247173,4,717
"648",26,0.546,0.804,0,-9.195,1,0.0452,0.314,4.87e-06,0.0213,0.877,93.686,469159,4,718
"649",31,0.527,0.725,4,-11.6,0,0.0797,0.166,2.04e-06,0.0631,0.713,93.654,359640,4,719
"650",80,0.628,0.69,8,-5.828,1,0.0511,0.446,0,0.112,0.662,179.911,205907,4,720
"651",32,0.714,0.947,9,-1.84,1,0.0409,0.421,2.61e-05,0.0722,0.839,96.013,330347,4,721
"652",25,0.628,0.816,5,-2.983,1,0.0549,0.182,4.7e-05,0.0917,0.923,97.103,319347,4,722
"653",74,0.655,0.877,0,-3.23,0,0.0344,0.344,0,0.349,0.893,105.017,252347,4,723
"654",67,0.525,0.704,9,-5.801,0,0.0501,0.353,5.26e-06,0.0743,0.855,98.455,289293,4,724
"655",69,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.536,280453,4,725
"656",29,0.702,0.944,7,-6.655,1,0.0504,0.648,7.15e-05,0.609,0.883,98.009,246216,4,726
"657",27,0.8,0.899,11,-4.74,0,0.0585,0.469,1.55e-05,0.277,0.75,94.985,187240,4,727
"658",43,0.734,0.823,0,-5.688,1,0.0426,0.102,5.28e-05,0.0835,0.644,93.522,298375,4,728
"659",38,0.676,0.899,0,-5.707,1,0.0355,0.483,3.57e-06,0.427,0.961,101.971,350133,4,729
"660",32,0.808,0.774,8,-6.21,1,0.0588,0.532,1.33e-06,0.0422,0.839,89.965,265639,4,730
"661",47,0.704,0.949,4,-1.163,0,0.0378,0.553,0,0.363,0.899,94.966,273160,4,731
"662",27,0.79,0.911,5,-6.806,1,0.0396,0.338,5.03e-06,0.0649,0.838,98.028,277347,4,732
"663",42,0.676,0.86,8,-5.1,1,0.0395,0.191,1.53e-05,0.316,0.823,93,358480,4,733
"664",46,0.69,0.793,6,-7.837,0,0.105,0.134,0,0.0637,0.588,180.027,212573,4,734
"665",37,0.806,0.851,0,-5.73,1,0.0602,0.429,0,0.316,0.886,99.985,316307,4,735
"666",20,0.689,0.98,2,-3.085,1,0.0558,0.221,3.28e-06,0.305,0.823,100.004,245853,4,736
"667",39,0.69,0.938,8,-3.203,1,0.0643,0.322,1e-06,0.115,0.961,103.998,288012,4,737
"668",0,0.631,0.717,7,-10.091,1,0.169,0.563,3.97e-06,0.959,0.583,103.278,768507,4,738
"669",30,0.759,0.951,4,-5.449,0,0.0469,0.147,3.32e-05,0.109,0.939,104.962,285125,4,739
"670",23,0.768,0.926,5,-2.036,1,0.0382,0.725,0,0.251,0.908,110.011,320787,4,740
"671",22,0.649,0.872,0,-4.708,1,0.0493,0.299,0.00206,0.0457,0.901,196.004,234243,4,741
"672",26,0.407,0.872,7,-7.217,1,0.0502,0.495,0,0.964,0.874,95.58,339107,4,742
"673",22,0.482,0.887,2,-4.134,1,0.128,0.343,0.000182,0.103,0.469,89.342,283856,4,743
"674",25,0.757,0.88,7,-6.142,1,0.0419,0.17,5.8e-06,0.275,0.908,99.963,255240,4,744
"675",39,0.638,0.854,8,-2.035,1,0.0421,0.542,0,0.0776,0.771,94.819,259573,4,745
"676",66,0.724,0.715,10,-7.738,1,0.0504,0.425,0,0.0746,0.832,104.06,254600,4,746
"677",33,0.756,0.757,9,-5.389,0,0.0432,0.328,1.52e-05,0.303,0.852,104.98,243715,4,747
"678",65,0.61,0.849,8,-4.382,1,0.0461,0.407,0,0.28,0.742,177.634,292773,4,748
"679",62,0.74,0.525,8,-13.082,1,0.0458,0.5,4.13e-06,0.106,0.804,91.148,248947,4,749
"680",48,0.769,0.931,0,-4.874,1,0.0992,0.604,0.000111,0.244,0.645,99.981,351843,4,750
"681",65,0.64,0.83,4,-3.197,0,0.0427,0.665,0,0.178,0.74,95.414,259853,4,751
"682",70,0.645,0.786,4,-4.248,0,0.0566,0.396,0,0.111,0.738,91.459,306453,4,752
"683",56,0.797,0.813,7,-2.935,1,0.0501,0.456,0,0.14,0.645,102.906,260920,4,753
"684",0,0.704,0.907,7,-1.778,1,0.0525,0.748,2.91e-06,0.101,0.746,82.927,331467,4,754
"685",32,0.792,0.895,0,-7.039,1,0.0463,0.416,0,0.142,0.84,99.989,292153,4,755
"686",34,0.725,0.913,7,-6.679,1,0.0607,0.213,4.08e-05,0.163,0.797,99.91,302681,4,756
"687",40,0.835,0.639,2,-9.148,1,0.0472,0.447,0.000318,0.369,0.853,100.01,319576,4,757
"688",24,0.731,0.931,7,-4.47,1,0.0618,0.229,0,0.0953,0.963,97.986,271800,4,758
"689",25,0.682,0.946,7,-4.668,1,0.0573,0.204,0,0.157,0.823,100.001,261645,4,759
"690",34,0.832,0.791,1,-4.462,1,0.0585,0.661,1.62e-06,0.061,0.767,87.5,303880,4,760
"691",26,0.732,0.909,7,-3.817,1,0.0399,0.42,0,0.224,0.623,91.975,305960,4,761
"692",42,0.791,0.942,9,-5.157,0,0.0464,0.573,0.00222,0.0864,0.898,99.977,233280,4,762
"693",32,0.739,0.858,0,-4.995,1,0.095,0.297,0.000135,0.0845,0.954,191.961,344187,4,763
"694",23,0.733,0.945,7,-4.689,0,0.0595,0.105,2.94e-06,0.0424,0.959,104.997,242848,4,764
"695",39,0.716,0.889,6,-2.891,0,0.0457,0.334,0.00014,0.0368,0.964,94.792,286667,4,765
"696",32,0.762,0.848,5,-5.029,0,0.0375,0.292,0.000129,0.168,0.915,95.054,319000,4,766
"697",38,0.778,0.871,4,-3.172,0,0.0449,0.378,0,0.0956,0.807,97.562,278453,4,767
"698",25,0.766,0.76,7,-5.323,1,0.0434,0.337,4.53e-06,0.0823,0.818,92.532,368827,4,768
"699",43,0.363,0.653,8,-7.631,0,0.0544,0.472,0,0.115,0.648,88.71,207261,4,769
"700",48,0.645,0.706,0,-7.488,1,0.0321,0.643,0.0426,0.414,0.843,157.671,315920,4,770
"701",21,0.786,0.769,0,-5.322,0,0.0333,0.686,2.46e-06,0.146,0.912,100.046,295733,4,771
"702",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,772
"703",60,0.796,0.82,8,-3.096,1,0.0357,0.025,1.44e-05,0.0788,0.885,126.03,245640,4,773
"704",34,0.608,0.892,4,-4.27,0,0.0626,0.629,0.000209,0.0847,0.827,110.404,323453,4,774
"705",38,0.728,0.896,11,-4.235,0,0.0428,0.526,1.45e-06,0.166,0.969,104.98,218061,4,775
"706",26,0.742,0.84,2,-3.45,0,0.0403,0.6,0,0.0646,0.885,95.984,281835,4,776
"707",48,0.812,0.875,10,-3.542,0,0.0541,0.677,0.000303,0.0753,0.915,128.001,205587,4,777
"708",40,0.772,0.975,7,-4.278,1,0.0381,0.61,0.0207,0.0803,0.881,102.976,272533,4,778
"709",47,0.704,0.769,5,-4.315,0,0.0375,0.699,0.000471,0.294,0.962,84.588,311333,4,779
"710",24,0.656,0.873,5,-3.14,0,0.0359,0.664,0,0.34,0.965,100.222,252333,4,780
"711",34,0.698,0.943,0,-3.053,1,0.0429,0.554,5.5e-05,0.146,0.949,92.193,268533,4,781
"712",22,0.86,0.84,8,-4.665,1,0.0387,0.675,0,0.0507,0.969,100.052,191520,4,782
"713",47,0.632,0.931,8,-4.031,1,0.038,0.704,9.24e-05,0.127,0.941,94.819,211867,4,783
"714",23,0.774,0.932,7,-3.132,1,0.0382,0.626,6.81e-05,0.255,0.83,100.999,228027,4,784
"715",65,0.502,0.798,2,-3.273,0,0.0372,0.343,0,0.288,0.847,96.453,283107,4,785
"716",51,0.788,0.747,0,-7.235,0,0.0739,0.521,0,0.133,0.952,97.42,240293,4,786
"717",35,0.788,0.722,7,-7.15,1,0.0323,0.476,0,0.0772,0.921,91.989,296787,4,787
"718",43,0.612,0.94,10,-4.755,1,0.036,0.724,5.1e-06,0.157,0.806,171.95,286302,4,788
"719",28,0.759,0.752,0,-5.466,1,0.0543,0.745,0.686,0.122,0.897,169.953,314040,4,789
"720",21,0.709,0.882,2,-4.501,1,0.0383,0.265,0,0.114,0.964,99.941,217200,4,790
"721",20,0.809,0.908,0,-5.262,1,0.037,0.553,0.00148,0.0903,0.785,100.036,233520,4,791
"722",22,0.548,0.911,5,-1.924,0,0.0478,0.625,0,0.0574,0.955,89.962,308467,4,792
"723",21,0.832,0.904,9,-2.604,0,0.0527,0.507,0,0.15,0.913,100.051,321520,4,793
"724",23,0.584,0.722,8,-7.639,1,0.0568,0.389,1.11e-06,0.0645,0.792,195.857,357853,4,794
"725",23,0.796,0.824,2,-3.421,1,0.0287,0.294,0,0.0688,0.882,126.048,239267,4,795
"726",27,0.514,0.914,10,-2.257,1,0.0546,0.469,0,0.0599,0.961,201.387,350373,4,796
"727",55,0.694,0.574,5,-6.372,0,0.0526,0.493,0,0.0877,0.825,85.165,280307,4,797
"728",26,0.646,0.534,2,-11.693,1,0.0465,0.559,7.27e-06,0.0706,0.962,158.817,283925,4,798
"729",43,0.67,0.806,7,-5.796,1,0.032,0.378,1.77e-05,0.315,0.943,100.8,289280,4,799
"730",24,0.596,0.815,0,-6.651,1,0.0347,0.216,0.00115,0.101,0.944,106.814,356267,4,800
"731",24,0.507,0.899,2,-5.084,0,0.0479,0.217,4.81e-05,0.0735,0.855,97.653,335053,4,801
"732",30,0.608,0.751,9,-5.846,0,0.0654,0.315,0,0.152,0.764,196.054,332897,4,802
"733",22,0.81,0.699,0,-7.239,1,0.0306,0.718,1.25e-06,0.0518,0.96,120.061,186413,4,803
"734",67,0.678,0.499,9,-12.816,1,0.0308,0.256,9.85e-05,0.051,0.718,92.627,296000,4,804
"735",84,0.92,0.654,11,-3.051,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,4,805
"736",70,0.617,0.533,3,-11.516,0,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86,244707,4,806
"737",84,0.692,0.711,0,-7.498,0,0.0317,0.227,0,0.12,0.875,125.135,216933,4,807
"738",77,0.727,0.685,11,-7.159,0,0.0398,0.0351,4.43e-05,0.0973,0.812,88.75,271893,4,808
"739",79,0.82,0.452,1,-9.796,1,0.0348,0.543,0.00294,0.0701,0.74,117.401,253250,4,809
"740",79,0.933,0.528,5,-6.472,0,0.161,0.112,0.312,0.163,0.754,109.967,214653,4,810
"741",72,0.675,0.649,5,-10.271,1,0.0319,0.0204,0,0.0959,0.596,116.624,228000,4,811
"742",74,0.495,0.781,4,-8.109,1,0.0413,0.254,0,0.395,0.473,119.206,248200,4,812
"743",75,0.637,0.811,7,-11.345,1,0.0583,0.363,0.00451,0.107,0.552,112.053,251480,4,813
"744",67,0.782,0.867,3,-3.763,0,0.0487,0.0518,1.4e-05,0.218,0.896,138.859,257907,4,814
"745",84,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,4,815
"746",71,0.564,0.911,2,-5.39,1,0.0536,0.159,4.36e-05,0.118,0.582,173.938,226293,4,816
"747",75,0.489,0.483,9,-9.466,0,0.0275,0.42,0.0028,0.236,0.333,136.822,226706,4,817
"748",71,0.632,0.727,11,-11.209,0,0.0438,0.0119,7.64e-05,0.0678,0.499,124.919,278627,4,818
"749",69,0.705,0.847,6,-2.588,1,0.0361,0.414,3.21e-06,0.406,0.743,120.527,228120,4,819
"750",81,0.451,0.911,6,-7.765,1,0.0466,0.0801,0.146,0.236,0.63,125.122,356080,4,820
"751",76,0.672,0.792,2,-7.033,1,0.0264,0.0843,0.0605,0.302,0.683,111.277,260680,4,821
"752",75,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,220867,4,822
"753",75,0.721,0.939,8,-11.823,1,0.0376,0.115,3.79e-05,0.108,0.914,113.309,213573,4,823
"754",82,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,291293,4,824
"755",75,0.559,0.825,0,-10.725,0,0.0401,0.0771,0,0.363,0.805,122.821,223733,4,825
"756",77,0.817,0.599,0,-9.249,0,0.0328,0.132,0.000311,0.0873,0.548,108.873,245640,4,826
"757",79,0.62,0.574,0,-11.893,1,0.0421,0.272,0,0.0607,0.9,81.548,231333,4,827
"758",71,0.501,0.5,0,-8.284,0,0.0378,0.462,0,0.262,0.623,144.435,153763,4,828
"759",77,0.446,0.239,0,-13.945,1,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,336453,4,829
"760",77,0.887,0.48,11,-11.994,1,0.117,0.0094,3.58e-05,0.0662,0.607,95.846,193200,4,830
"761",72,0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,249960,4,831
"762",73,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4,832
"763",72,0.466,0.438,4,-12.858,1,0.0608,0.089,5.62e-06,0.113,0.587,193.1,233000,4,833
"764",75,0.857,0.468,1,-8.53,1,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183113,4,834
"765",61,0.661,0.552,10,-12.385,1,0.0337,0.214,0,0.206,0.928,92.056,252760,4,835
"766",72,0.64,0.852,1,-8.119,0,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902,246520,4,836
"767",71,0.688,0.858,5,-6.496,0,0.0348,0.103,0.000118,0.147,0.697,92.253,229467,4,837
"768",66,0.575,0.811,9,-10.981,0,0.0401,0.0159,4.37e-06,0.0902,0.873,149.671,348707,4,838
"769",67,0.744,0.545,0,-9.361,1,0.0297,0.506,0.0977,0.0649,0.346,97.409,328293,4,839
"770",67,0.41,0.874,0,-4.286,1,0.0907,0.197,0,0.0843,0.824,107.08,205933,4,840
"771",75,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,296080,4,841
"772",78,0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,219467,4,842
"773",66,0.553,0.838,0,-5.824,1,0.0317,0.123,3.01e-05,0.053,0.821,129.893,244107,4,843
"774",74,0.731,0.738,9,-8.125,0,0.0377,0.184,0,0.214,0.958,117.656,236920,4,844
"775",67,0.775,0.857,11,-4.943,1,0.0699,0.0906,0.000172,0.918,0.797,118.419,357493,4,845
"776",71,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4,846
"777",64,0.797,0.814,11,-7.229,1,0.0382,0.426,3.94e-05,0.581,0.874,149.42,317290,4,847
"778",76,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,520787,4,848
"779",69,0.532,0.729,10,-6.84,1,0.0474,0.382,0,0.366,0.595,121.97,244533,4,849
"780",78,0.62,0.936,7,-4.593,1,0.0308,0.0261,0,0.0679,0.763,97.527,175747,4,850
"781",66,0.686,0.609,10,-11.469,0,0.0444,0.258,0.00015,0.113,0.719,127.736,320528,4,851
