,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,marca_reggaeton
457,52.0,0.7440000000000001,0.868,6.0,-6.843999999999999,0.0,0.0367,0.0242,0.0021100000000000003,0.0753,0.851,126.99,287307.0,0
458,50.0,0.569,0.9129999999999999,8.0,-6.973,1.0,0.0638,0.00618,0.8340000000000001,0.287,0.504,137.822,259200.0,0
459,37.0,0.513,0.9490000000000001,7.0,-6.021,1.0,0.0454,5.379999999999999e-05,0.919,0.132,0.0441,134.982,163813.0,0
460,37.0,0.632,0.912,9.0,-7.586,0.0,0.0365,0.0269,0.684,0.0654,0.32299999999999995,138.035,216360.0,0
461,40.0,0.573,0.9790000000000001,10.0,-5.766,0.0,0.0361,0.000171,0.8059999999999999,0.21,0.46399999999999997,140.005,205800.0,0
462,38.0,0.561,0.972,0.0,-8.086,0.0,0.0444,0.00265,0.909,0.355,0.8220000000000001,141.83100000000002,215347.0,0
463,43.0,0.705,0.938,1.0,-6.575,0.0,0.0505,0.0123,0.855,0.0663,0.8490000000000001,131.786,236320.0,0
464,46.0,0.777,0.9309999999999999,1.0,-8.543,1.0,0.0509,0.00364,0.865,0.0602,0.493,137.871,271569.0,0
465,58.0,0.49200000000000005,0.9009999999999999,2.0,-7.03,1.0,0.045,0.00139,0.0486,0.18600000000000003,0.10400000000000001,143.014,208933.0,0
466,65.0,0.728,0.784,11.0,-11.776,1.0,0.0379,0.0449,0.0918,0.0964,0.9640000000000001,129.981,247406.0,0
467,54.0,0.611,0.991,7.0,-1.81,0.0,0.0413,0.0669,0.0782,0.10300000000000001,0.445,133.849,212560.0,0
468,32.0,0.586,0.912,9.0,-6.212000000000001,0.0,0.0449,0.00539,0.887,0.42100000000000004,0.502,139.109,188320.0,0
469,64.0,0.867,0.9109999999999999,10.0,-7.375,0.0,0.115,0.0239,0.0,0.0491,0.675,124.81,215040.0,0
470,34.0,0.536,0.977,1.0,-6.379,1.0,0.0658,0.00024300000000000002,0.74,0.441,0.34600000000000003,140.07,186067.0,0
471,38.0,0.44299999999999995,0.998,2.0,-4.232,0.0,0.113,2.1600000000000003e-05,0.943,0.387,0.14,136.02100000000002,187344.0,0
472,29.0,0.66,0.934,6.0,-7.324,1.0,0.0498,0.0034200000000000003,0.8109999999999999,0.0953,0.445,134.939,189707.0,0
473,52.0,0.679,0.975,6.0,-6.648,0.0,0.129,0.0394,0.0419,0.335,0.65,135.99,216427.0,0
474,36.0,0.502,0.955,9.0,-4.2,0.0,0.0454,0.000125,0.848,0.396,0.634,131.984,215480.0,0
475,63.0,0.748,0.845,5.0,-4.612,0.0,0.0536,0.0008300000000000001,0.000225,0.068,0.659,123.925,207067.0,0
476,48.0,0.759,0.9740000000000001,7.0,-5.178,1.0,0.0512,0.0281,0.0814,0.231,0.608,127.984,223530.0,0
477,42.0,0.604,0.9390000000000001,10.0,-7.49,0.0,0.0544,0.0102,0.6970000000000001,0.0723,0.204,139.975,443427.0,0
478,64.0,0.619,0.9740000000000001,9.0,-7.039,0.0,0.0277,0.146,0.00162,0.132,0.701,131.963,214533.0,0
479,51.0,0.633,0.971,8.0,-9.604,0.0,0.0571,0.0154,0.899,0.33899999999999997,0.205,138.009,405693.0,0
480,57.0,0.72,0.8,1.0,-5.045,1.0,0.0819,0.18,0.000312,0.115,0.519,128.09799999999998,532840.0,0
481,1.0,0.604,0.892,9.0,-5.794,0.0,0.0303,0.006640000000000001,0.00198,0.387,0.7390000000000001,127.97399999999999,221413.0,0
482,57.0,0.639,0.8690000000000001,7.0,-8.479,1.0,0.0311,0.00336,0.002,0.0576,0.562,133.033,228013.0,0
483,41.0,0.654,0.9740000000000001,2.0,-4.045,1.0,0.0521,0.0059299999999999995,0.45899999999999996,0.29600000000000004,0.971,132.952,167000.0,0
484,51.0,0.66,0.946,11.0,-7.59,0.0,0.0508,0.0526,0.10300000000000001,0.0642,0.853,133.716,205840.0,0
485,48.0,0.6609999999999999,0.87,11.0,-10.825999999999999,1.0,0.0365,0.000395,0.00315,0.332,0.973,131.013,244067.0,0
486,50.0,0.7,0.99,3.0,-7.559,0.0,0.0499,0.0873,0.0021100000000000003,0.151,0.77,127.884,248197.0,0
487,53.0,0.8029999999999999,0.927,11.0,-6.19,0.0,0.0619,0.067,6.49e-06,0.9329999999999999,0.862,129.011,226947.0,0
488,47.0,0.5920000000000001,0.9309999999999999,5.0,-7.186,0.0,0.0371,0.00551,0.0301,0.205,0.612,130.028,250933.0,0
489,40.0,0.789,0.862,5.0,-4.06,0.0,0.0398,0.0263,0.0368,0.21899999999999997,0.882,130.442,211253.0,0
490,67.0,0.65,0.82,5.0,-10.9,0.0,0.0356,0.0655,0.00274,0.215,0.757,135.982,215973.0,0
491,66.0,0.604,0.755,0.0,-10.761,1.0,0.0337,0.000295,0.812,0.0625,0.38799999999999996,137.064,243267.0,0
492,57.0,0.5920000000000001,0.882,8.0,-8.315,1.0,0.0468,0.00884,0.0155,0.0506,0.442,92.15700000000001,409400.0,0
493,66.0,0.53,0.861,7.0,-4.67,1.0,0.0372,0.0175,0.0177,0.0857,0.8440000000000001,130.476,140507.0,0
494,65.0,0.259,0.737,4.0,-11.487,1.0,0.0401,0.0657,5.36e-06,0.0521,0.8590000000000001,175.06799999999998,162293.0,0
495,52.0,0.54,0.746,7.0,-9.412,1.0,0.045,0.13,8.73e-06,0.0976,0.826,163.809,219867.0,0
496,26.0,0.667,0.5870000000000001,11.0,-14.069,0.0,0.0978,0.0692,1.24e-06,0.161,0.679,130.326,190533.0,0
497,42.0,0.29,0.9390000000000001,9.0,-3.5189999999999997,1.0,0.0693,0.007559999999999999,0.00257,0.327,0.222,76.99600000000001,216960.0,0
498,61.0,0.561,0.706,9.0,-9.446,1.0,0.028999999999999998,0.00263,0.00125,0.122,0.569,126.07700000000001,244867.0,0
499,72.0,0.721,0.521,2.0,-8.123,1.0,0.0612,0.0707,0.005520000000000001,0.127,0.9420000000000001,123.118,261413.0,0
500,36.0,0.682,0.9009999999999999,5.0,-3.917,0.0,0.0545,0.0267,0.0,0.7040000000000001,0.865,133.65200000000002,323653.0,0
501,48.0,0.7040000000000001,0.815,2.0,-9.163,1.0,0.0414,0.00539,0.845,0.0662,0.9129999999999999,111.93700000000001,242187.0,0
502,26.0,0.41100000000000003,0.597,4.0,-6.138999999999999,0.0,0.0533,0.0324,2.35e-06,0.371,0.77,157.968,137173.0,0
503,62.0,0.657,0.384,6.0,-12.046,0.0,0.0301,0.018000000000000002,0.000798,0.299,0.595,116.435,177467.0,0
504,63.0,0.48700000000000004,0.884,5.0,-11.995,1.0,0.0425,0.00042699999999999997,0.402,0.0954,0.569,135.533,173173.0,0
505,51.0,0.565,0.7140000000000001,6.0,-10.414000000000001,0.0,0.0398,0.0009130000000000001,0.00461,0.19899999999999998,0.684,120.678,231640.0,0
506,62.0,0.34,0.976,9.0,-4.782,1.0,0.0912,0.006490000000000001,0.00643,0.12300000000000001,0.669,144.737,232333.0,0
507,50.0,0.369,0.54,11.0,-11.147,1.0,0.0321,0.0809,0.000149,0.76,0.915,170.00400000000002,152200.0,0
508,22.0,0.499,0.902,9.0,-10.380999999999998,1.0,0.0691,0.0002,0.21100000000000002,0.0852,0.45899999999999996,125.24799999999999,171560.0,0
509,68.0,0.38299999999999995,0.893,7.0,-8.638,1.0,0.037000000000000005,0.026000000000000002,0.0,0.0251,0.8029999999999999,205.544,246933.0,0
510,57.0,0.41100000000000003,0.879,7.0,-6.3020000000000005,1.0,0.0468,0.00487,0.0446,0.10400000000000001,0.499,153.31,217200.0,0
511,27.0,0.511,0.8170000000000001,2.0,-6.632999999999999,1.0,0.0307,0.00149,1.7e-05,0.17,0.696,127.911,197533.0,0
512,19.0,0.544,0.951,0.0,-3.7489999999999997,1.0,0.0363,0.00202,4.48e-05,0.14400000000000002,0.92,139.15200000000002,148387.0,0
513,33.0,0.33799999999999997,0.9279999999999999,9.0,-8.506,0.0,0.0684,0.0255,0.0,0.13,0.5539999999999999,168.32,155187.0,0
514,17.0,0.6709999999999999,0.792,2.0,-8.511000000000001,1.0,0.0714,0.000662,0.0006320000000000001,0.17,0.635,130.041,189240.0,0
515,54.0,0.45299999999999996,0.721,11.0,-13.164000000000001,0.0,0.0533,0.00352,0.833,0.698,0.601,149.55700000000002,577227.0,0
516,69.0,0.664,0.7879999999999999,2.0,-12.323,1.0,0.0294,0.0451,0.0416,0.11699999999999999,0.8690000000000001,124.51,201693.0,0
517,26.0,0.42700000000000005,0.912,2.0,-11.939,1.0,0.0529,0.000886,0.32799999999999996,0.359,0.574,129.744,199000.0,0
518,44.0,0.325,0.838,1.0,-6.501,0.0,0.14400000000000002,0.0327,0.00042,0.126,0.449,156.507,181173.0,0
519,49.0,0.47100000000000003,0.955,7.0,-5.218999999999999,1.0,0.121,0.00485,1.44e-06,0.162,0.35,139.266,232746.0,0
520,46.0,0.65,0.732,4.0,-10.042,1.0,0.0289,0.435,0.0,0.09300000000000001,0.919,109.292,192960.0,0
521,60.0,0.8220000000000001,0.87,9.0,-6.257000000000001,1.0,0.0592,0.124,0.0,0.045,0.9009999999999999,109.17399999999999,301800.0,0
522,40.0,0.375,0.9740000000000001,7.0,-9.475,1.0,0.0636,0.0013599999999999999,0.495,0.14800000000000002,0.508,143.635,261573.0,0
523,11.0,0.268,0.9109999999999999,0.0,-7.565,1.0,0.1,0.00013700000000000002,0.007859999999999999,0.185,0.595,171.21599999999998,104813.0,0
524,46.0,0.6,0.925,2.0,-9.148,1.0,0.0828,0.00882,0.000168,0.0691,0.382,118.181,163467.0,0
525,42.0,0.561,0.872,11.0,-7.486000000000001,0.0,0.0393,0.0457,0.0,0.105,0.733,111.556,232667.0,0
526,70.0,0.462,0.836,11.0,-5.766,0.0,0.0621,0.00517,0.0,0.18,0.6709999999999999,168.766,155973.0,0
527,22.0,0.452,0.825,9.0,-8.887,1.0,0.0385,0.00288,0.518,0.16699999999999998,0.583,150.94299999999998,246107.0,0
528,21.0,0.278,0.898,2.0,-10.636,1.0,0.0433,0.0127,0.0828,0.37,0.539,199.085,232933.0,0
529,71.0,0.611,0.846,11.0,-5.9,1.0,0.0436,0.00509,0.0,0.0784,0.7509999999999999,103.912,162920.0,0
530,48.0,0.6809999999999999,0.7390000000000001,11.0,-7.601,1.0,0.0498,0.135,0.207,0.0979,0.359,130.031,294773.0,0
531,64.0,0.6940000000000001,0.8809999999999999,1.0,-4.053,0.0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,231787.0,0
532,54.0,0.747,0.5710000000000001,9.0,-12.9,0.0,0.086,0.48,1.05e-06,0.242,0.965,91.838,220093.0,0
533,48.0,0.361,0.753,2.0,-12.425,1.0,0.0561,0.0564,0.052000000000000005,0.295,0.608,134.841,238667.0,0
534,60.0,0.133,0.927,7.0,-5.371,1.0,0.0741,0.00344,0.00044,0.0915,0.5,197.708,224867.0,0
535,19.0,0.65,0.838,7.0,-11.005,1.0,0.0607,0.128,0.0498,0.46299999999999997,0.514,119.73299999999999,235427.0,0
536,61.0,0.546,0.836,9.0,-6.321000000000001,1.0,0.0317,0.107,0.583,0.166,0.735,142.605,177958.0,0
537,58.0,0.5429999999999999,0.8340000000000001,7.0,-6.812,1.0,0.028999999999999998,5.5e-06,0.889,0.0777,0.37,139.625,262493.0,0
538,17.0,0.493,0.758,9.0,-8.544,0.0,0.0607,0.0971,0.0,0.0879,0.71,180.41,158040.0,0
539,11.0,0.7390000000000001,0.557,11.0,-8.383,0.0,0.0329,0.0109,0.0007030000000000001,0.409,0.319,117.57799999999999,223413.0,0
540,26.0,0.607,0.706,11.0,-10.972999999999999,0.0,0.0327,0.055,0.00020800000000000001,0.33899999999999997,0.703,140.888,280600.0,0
541,36.0,0.35700000000000004,0.992,5.0,-3.6630000000000003,1.0,0.0555,0.12300000000000001,0.0128,0.14,0.77,160.916,198933.0,0
542,35.0,0.431,0.856,9.0,-3.8810000000000002,1.0,0.0386,0.0249,0.0183,0.297,0.76,115.236,172640.0,0
543,15.0,0.607,0.545,0.0,-13.252,1.0,0.0423,0.0407,0.0564,0.0627,0.644,124.094,226005.0,0
544,55.0,0.61,0.8190000000000001,8.0,-8.323,1.0,0.0666,0.00381,7.92e-06,0.285,0.45399999999999996,100.057,198920.0,0
545,47.0,0.5429999999999999,0.83,0.0,-6.412999999999999,1.0,0.0316,3.48e-05,0.893,0.34600000000000003,0.532,122.529,237213.0,0
546,41.0,0.359,0.878,0.0,-7.678,1.0,0.0662,6.57e-05,0.10800000000000001,0.326,0.536,164.291,193200.0,0
547,20.0,0.585,0.565,11.0,-7.605,1.0,0.0719,0.266,0.0,0.0918,0.505,128.947,177147.0,0
548,47.0,0.499,0.84,10.0,-6.642,1.0,0.0346,0.0005639999999999999,0.171,0.23800000000000002,0.732,125.319,217313.0,0
549,54.0,0.545,0.7170000000000001,3.0,-6.869,1.0,0.036000000000000004,0.00417,0.406,0.136,0.589,118.515,239621.0,0
550,33.0,0.688,0.8140000000000001,4.0,-7.612,0.0,0.0699,0.247,0.0,0.11900000000000001,0.9209999999999999,143.361,200467.0,0
551,17.0,0.556,0.76,9.0,-12.164000000000001,1.0,0.0463,0.0626,3.91e-05,0.348,0.696,129.296,260773.0,0
552,37.0,0.52,0.912,2.0,-4.474,1.0,0.0303,0.069,1.36e-05,0.183,0.961,137.34799999999998,184773.0,0
553,26.0,0.308,0.9420000000000001,7.0,-3.826,1.0,0.109,0.00292,0.445,0.0623,0.363,120.191,286733.0,0
554,52.0,0.41100000000000003,0.645,7.0,-10.722000000000001,0.0,0.0431,0.0319,0.0121,0.488,0.433,124.458,265467.0,0
555,51.0,0.679,0.68,11.0,-11.702,0.0,0.0616,0.613,6.21e-05,0.0523,0.574,88.917,297867.0,0
556,32.0,0.528,0.6709999999999999,9.0,-11.65,0.0,0.0434,0.26899999999999996,0.00373,0.0559,0.503,137.05700000000002,224387.0,0
557,24.0,0.3,0.8759999999999999,2.0,-4.713,1.0,0.048,0.121,0.657,0.17,0.312,134.185,200667.0,0
558,18.0,0.583,0.938,2.0,-8.567,1.0,0.0364,0.00014099999999999998,0.000286,0.39299999999999996,0.8959999999999999,123.20200000000001,170880.0,0
559,71.0,0.501,0.5,0.0,-8.283999999999999,0.0,0.0378,0.462,0.0,0.262,0.623,144.435,153763.0,0
560,41.0,0.602,0.691,2.0,-12.280999999999999,1.0,0.0387,0.0934,0.00119,0.496,0.32899999999999996,134.142,340637.0,0
561,59.0,0.606,0.794,0.0,-7.167999999999999,1.0,0.0291,0.11900000000000001,7.16e-06,0.125,0.584,105.81299999999999,302827.0,0
562,50.0,0.535,0.8370000000000001,10.0,-11.048,1.0,0.039,0.09699999999999999,2.99e-06,0.18899999999999997,0.903,95.911,145000.0,0
563,28.0,0.41,0.763,0.0,-13.585,1.0,0.0667,0.00337,0.0,0.171,0.537,161.483,193973.0,0
564,55.0,0.531,0.8490000000000001,9.0,-10.754000000000001,1.0,0.111,0.0389,0.00763,0.18600000000000003,0.305,119.516,136427.0,0
565,37.0,0.387,0.9309999999999999,4.0,-6.278,0.0,0.061,0.0219,0.00281,0.289,0.40700000000000003,171.495,202400.0,0
566,40.0,0.611,0.696,2.0,-10.74,1.0,0.0312,0.003,0.000458,0.0614,0.963,128.035,184933.0,0
567,18.0,0.654,0.89,9.0,-6.513999999999999,0.0,0.0906,0.0020399999999999997,0.0,0.272,0.684,129.014,195320.0,0
568,55.0,0.631,0.938,9.0,-5.5729999999999995,1.0,0.0833,0.0447,7.87e-06,0.3,0.682,134.916,295133.0,0
569,38.0,0.516,0.391,2.0,-11.190999999999999,1.0,0.0308,0.7759999999999999,0.00687,0.039,0.37799999999999995,127.99600000000001,204133.0,0
570,58.0,0.639,0.929,0.0,-4.762,1.0,0.212,0.0032600000000000003,0.0501,0.242,0.688,103.758,214707.0,0
571,32.0,0.503,0.736,4.0,-8.947000000000001,1.0,0.0296,0.038,3.26e-05,0.0951,0.39299999999999996,115.06299999999999,215253.0,0
572,60.0,0.415,0.782,2.0,-6.745,1.0,0.0461,0.0011,0.0,0.14,0.564,135.029,148480.0,0
573,51.0,0.647,0.722,0.0,-9.874,1.0,0.0277,0.106,0.0,0.133,0.637,133.832,242707.0,0
574,40.0,0.589,0.782,9.0,-10.057,1.0,0.0519,0.10099999999999999,0.0639,0.157,0.785,138.529,194490.0,0
575,33.0,0.46399999999999997,0.86,8.0,-10.3,0.0,0.0517,0.0194,0.0,0.0548,0.469,146.994,209627.0,0
576,65.0,0.303,0.961,9.0,-5.332999999999999,0.0,0.243,0.00253,6.2e-05,0.132,0.305,146.591,257120.0,0
577,71.0,0.28600000000000003,0.856,4.0,-6.777,0.0,0.0585,0.0238,0.0542,0.48700000000000004,0.696,162.12,250973.0,0
578,63.0,0.45899999999999996,0.953,4.0,-6.518,0.0,0.066,0.000275,0.000305,0.141,0.517,95.074,359760.0,0
579,62.0,0.305,0.9740000000000001,2.0,-5.079,1.0,0.0639,0.0009369999999999999,0.0139,0.153,0.5379999999999999,134.32,269467.0,0
580,80.0,0.5589999999999999,0.868,5.0,-5.276,1.0,0.17,0.0475,0.000176,0.7759999999999999,0.609,156.295,209413.0,0
581,73.0,0.539,0.828,4.0,-9.11,0.0,0.0361,0.000721,0.43799999999999994,0.198,0.5870000000000001,105.303,515387.0,0
582,78.0,0.44299999999999995,0.96,8.0,-8.07,1.0,0.0757,0.0231,0.434,0.35100000000000003,0.243,123.37799999999999,274027.0,0
583,70.0,0.36200000000000004,0.961,2.0,-5.664,1.0,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840.0,0
584,66.0,0.473,0.7829999999999999,10.0,-10.671,0.0,0.0869,0.0125,0.475,0.268,0.124,91.976,340640.0,0
585,73.0,0.5870000000000001,0.8909999999999999,11.0,-3.3810000000000002,1.0,0.0361,0.000261,0.00454,0.314,0.705,124.005,255573.0,0
586,84.0,0.31,0.7,9.0,-5.678,1.0,0.047,0.011000000000000001,0.00965,0.0828,0.763,188.386,255493.0,0
587,63.0,0.33299999999999996,0.445,3.0,-16.343,0.0,0.0283,0.008579999999999999,0.0451,0.16699999999999998,0.35,89.37100000000001,417840.0,0
588,66.0,0.435,0.987,1.0,-4.667,0.0,0.16,0.000195,0.0847,0.268,0.10099999999999999,103.16,365827.0,0
589,78.0,0.5770000000000001,0.828,6.0,-8.691,0.0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,331267.0,0
590,72.0,0.415,0.9079999999999999,2.0,-9.701,1.0,0.0765,0.004370000000000001,0.0345,0.08199999999999999,0.43700000000000006,114.816,243533.0,0
591,65.0,0.508,0.912,9.0,-8.049,0.0,0.0368,7.06e-05,0.40299999999999997,0.0492,0.682,117.58200000000001,252693.0,0
592,77.0,0.415,0.6459999999999999,4.0,-12.020999999999999,0.0,0.0699,4.22e-05,0.000849,0.207,0.409,163.046,166693.0,0
593,74.0,0.317,0.981,6.0,-7.102,1.0,0.174,0.00242,0.00677,0.0852,0.23399999999999999,140.079,165907.0,0
594,70.0,0.61,0.8909999999999999,4.0,-5.452000000000001,0.0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733.0,0
595,72.0,0.474,0.977,7.0,-3.839,0.0,0.17600000000000002,0.0011099999999999999,0.00298,0.201,0.23600000000000002,89.494,284027.0,0
596,83.0,0.573,0.9129999999999999,6.0,-4.793,0.0,0.132,0.0591,0.00173,0.156,0.42200000000000004,115.715,208400.0,0
597,68.0,0.504,0.9109999999999999,2.0,-2.97,1.0,0.0738,0.00512,0.0123,0.355,0.6709999999999999,106.244,179760.0,0
598,68.0,0.42,0.93,2.0,-5.582999999999999,0.0,0.0638,0.0189,0.00675,0.264,0.344,99.641,291373.0,0
599,64.0,0.61,0.8240000000000001,4.0,-6.046,1.0,0.0534,0.0136,1.75e-06,0.0606,0.8190000000000001,134.99200000000002,210133.0,0
600,69.0,0.28,0.9079999999999999,2.0,-5.5089999999999995,0.0,0.109,0.0327,8.85e-06,0.18,0.26,118.698,270080.0,0
601,72.0,0.43700000000000006,0.695,7.0,-9.447000000000001,1.0,0.0617,0.0011099999999999999,0.0857,0.124,0.413,102.178,447440.0,0
602,66.0,0.325,0.985,11.0,-3.9410000000000003,1.0,0.151,0.0017699999999999999,0.107,0.35100000000000003,0.221,125.307,392600.0,0
603,73.0,0.43,0.7040000000000001,1.0,-8.008,0.0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120.0,0
604,65.0,0.301,0.995,1.0,-4.394,0.0,0.159,0.000417,0.295,0.125,0.0374,88.15,255187.0,0
605,77.0,0.27,0.953,11.0,-8.76,1.0,0.0797,0.0175,0.0131,0.321,0.426,100.459,408907.0,0
606,67.0,0.462,0.628,6.0,-12.347999999999999,0.0,0.0581,0.231,0.00126,0.188,0.447,90.256,473787.0,0
607,82.0,0.501,0.889,4.0,-5.175,1.0,0.0364,0.000147,0.0114,0.217,0.257,133.519,292880.0,0
608,61.0,0.27,0.8859999999999999,11.0,-6.899,1.0,0.11699999999999999,7.499999999999999e-06,0.0243,0.0899,0.192,119.285,313520.0,0
609,72.0,0.598,0.6759999999999999,0.0,-9.211,1.0,0.0279,0.13,0.225,0.11199999999999999,0.805,114.169,340742.0,0
610,30.0,0.508,0.807,4.0,-12.276,1.0,0.0495,0.000495,0.00367,0.32899999999999996,0.598,140.184,245360.0,0
611,38.0,0.634,0.7959999999999999,1.0,-9.329,0.0,0.0283,0.17,0.5429999999999999,0.0815,0.9620000000000001,147.639,226116.0,0
612,58.0,0.327,0.8140000000000001,2.0,-3.522,0.0,0.0391,0.0299,0.0109,0.435,0.413,108.07600000000001,295133.0,0
613,62.0,0.48100000000000004,0.9259999999999999,11.0,-8.724,0.0,0.0577,0.00017900000000000001,0.63,0.0883,0.462,96.5,312360.0,0
614,63.0,0.47700000000000004,0.8590000000000001,0.0,-8.625,1.0,0.0387,0.000333,0.000155,0.265,0.629,91.009,280213.0,0
615,59.0,0.314,0.991,5.0,-3.852,0.0,0.349,0.000139,0.0652,0.11,0.0396,138.77700000000002,298533.0,0
616,70.0,0.502,0.924,4.0,-6.2989999999999995,1.0,0.0503,0.0127,0.0,0.162,0.922,149.186,219667.0,0
617,47.0,0.336,0.795,6.0,-10.845,0.0,0.0897,0.00361,0.00143,0.0621,0.41700000000000004,155.27100000000002,353613.0,0
618,66.0,0.535,0.9670000000000001,2.0,-4.082,1.0,0.068,0.000886,0.0204,0.233,0.34700000000000003,110.97,291307.0,0
619,81.0,0.451,0.9109999999999999,6.0,-7.765,1.0,0.0466,0.0801,0.146,0.23600000000000002,0.63,125.12200000000001,356080.0,0
620,71.0,0.64,0.922,9.0,-6.2829999999999995,0.0,0.0385,0.0036899999999999997,0.055,0.332,0.716,125.105,234227.0,0
621,68.0,0.551,0.9470000000000001,2.0,-4.671,1.0,0.152,0.0006519999999999999,0.00025699999999999996,0.0637,0.466,127.65700000000001,282747.0,0
622,81.0,0.33799999999999997,0.34,9.0,-12.049000000000001,0.0,0.0339,0.58,0.0032,0.11599999999999999,0.19699999999999998,82.43299999999999,482830.0,0
623,73.0,0.54,0.584,7.0,-9.579,1.0,0.0254,0.0108,0.00296,0.253,0.244,139.261,386493.0,0
624,54.0,0.366,0.963,7.0,-11.591,1.0,0.0708,0.000308,0.00032599999999999996,0.13,0.131,106.52799999999999,300173.0,0
625,59.0,0.546,0.91,5.0,-6.736000000000001,1.0,0.061,0.0442,5.610000000000001e-05,0.263,0.45799999999999996,90.58,215899.0,0
626,65.0,0.489,0.953,0.0,-4.615,1.0,0.0858,0.02,0.00021,0.113,0.447,94.443,195853.0,0
627,54.0,0.331,0.79,9.0,-11.612,0.0,0.078,0.00279,0.0953,0.33399999999999996,0.604,163.47899999999998,259933.0,0
628,56.0,0.257,0.975,9.0,-6.127999999999999,1.0,0.175,6.07e-05,0.1,0.222,0.276,149.312,396987.0,0
629,45.0,0.431,0.95,2.0,-11.399000000000001,1.0,0.11699999999999999,0.000109,0.248,0.23199999999999998,0.162,140.05,228667.0,0
630,52.0,0.275,0.99,10.0,-2.904,0.0,0.469,6.42e-05,0.0128,0.0878,0.146,109.866,299107.0,0
631,69.0,0.39,0.642,8.0,-5.266,1.0,0.0326,0.00502,0.565,0.29600000000000004,0.132,92.397,293293.0,0
632,44.0,0.5870000000000001,0.966,4.0,-4.955,0.0,0.0678,0.532,2.68e-06,0.0841,0.9009999999999999,175.739,302707.0,0
633,30.0,0.6779999999999999,0.9209999999999999,7.0,-3.2230000000000003,0.0,0.0485,0.61,5.17e-06,0.0559,0.879,180.095,340227.0,0
634,38.0,0.706,0.862,4.0,-2.056,1.0,0.0374,0.525,0.0,0.27699999999999997,0.96,133.004,218253.0,0
635,45.0,0.742,0.887,5.0,-3.943,0.0,0.0433,0.415,0.0,0.126,0.89,95.008,311973.0,0
636,32.0,0.672,0.938,7.0,-2.299,1.0,0.0386,0.616,0.0,0.129,0.9079999999999999,97.111,273520.0,0
637,37.0,0.789,0.882,2.0,-3.1460000000000004,1.0,0.0502,0.231,0.0,0.11199999999999999,0.6509999999999999,106.99799999999999,255427.0,0
638,30.0,0.737,0.9129999999999999,10.0,-2.551,0.0,0.0702,0.451,0.0,0.531,0.938,96.96799999999999,224392.0,0
639,30.0,0.7170000000000001,0.87,9.0,-4.9319999999999995,0.0,0.0384,0.35100000000000003,0.0,0.38,0.8420000000000001,108.007,254878.0,0
640,38.0,0.7609999999999999,0.856,7.0,-4.541,1.0,0.0422,0.11800000000000001,2.65e-06,0.0498,0.46799999999999997,97.995,252735.0,0
641,33.0,0.779,0.9309999999999999,10.0,-3.142,1.0,0.0581,0.212,0.0,0.0638,0.937,100.007,273627.0,0
642,30.0,0.809,0.919,7.0,-3.179,0.0,0.111,0.11699999999999999,0.0,0.11199999999999999,0.715,101.02600000000001,268988.0,0
643,29.0,0.627,0.9470000000000001,9.0,-4.279,1.0,0.035,0.599,7.5e-05,0.332,0.934,86.995,250890.0,0
644,32.0,0.828,0.875,3.0,-4.57,0.0,0.0955,0.612,3.75e-05,0.285,0.94,99.0,256356.0,0
645,41.0,0.754,0.955,6.0,-3.0460000000000003,0.0,0.0603,0.282,0.0,0.529,0.914,99.961,247173.0,0
646,26.0,0.546,0.804,0.0,-9.195,1.0,0.0452,0.314,4.87e-06,0.0213,0.877,93.686,469159.0,0
647,31.0,0.527,0.725,4.0,-11.6,0.0,0.0797,0.166,2.04e-06,0.0631,0.713,93.654,359640.0,0
648,80.0,0.628,0.69,8.0,-5.827999999999999,1.0,0.0511,0.446,0.0,0.11199999999999999,0.662,179.91099999999997,205907.0,0
649,32.0,0.7140000000000001,0.9470000000000001,9.0,-1.84,1.0,0.0409,0.42100000000000004,2.61e-05,0.0722,0.8390000000000001,96.01299999999999,330347.0,0
650,25.0,0.628,0.816,5.0,-2.983,1.0,0.0549,0.182,4.7e-05,0.0917,0.9229999999999999,97.103,319347.0,0
651,74.0,0.655,0.877,0.0,-3.23,0.0,0.0344,0.344,0.0,0.349,0.893,105.01700000000001,252347.0,0
652,67.0,0.525,0.7040000000000001,9.0,-5.801,0.0,0.0501,0.353,5.26e-06,0.0743,0.855,98.455,289293.0,0
653,69.0,0.574,0.802,7.0,-3.9760000000000004,1.0,0.0316,0.659,5.07e-06,0.0765,0.7390000000000001,93.536,280453.0,0
654,29.0,0.7020000000000001,0.9440000000000001,7.0,-6.655,1.0,0.0504,0.648,7.15e-05,0.609,0.883,98.009,246216.0,0
655,27.0,0.8,0.899,11.0,-4.74,0.0,0.0585,0.469,1.55e-05,0.27699999999999997,0.75,94.985,187240.0,0
656,43.0,0.7340000000000001,0.823,0.0,-5.688,1.0,0.0426,0.102,5.28e-05,0.0835,0.644,93.522,298375.0,0
